gene_id,AKP_REP1,AKP_REP2,AKP_REP3,AKPE_REP1,AKPE_REP2,AKPE_REP3,AP_REP1,AP_REP2,AP_REP3
Kmt2d,1558,1409,1499,1973,1871,1401,1530,951,1364
Kmt2e,2121.07,1367.613,2575.421,2686.208,2180.636,2001.39,2456.392,1273.542,1848.476
Kncn,0,0,0,0,0,0,0,0,0
Kndc1,0,0,0,0,2,0,0,0,0
Kng1,0,0,0,0,0,0,0,0,0
Kng2,0,0,0,4,0,2,2,3,0
Knop1,5610,5986,6256,7188,6506,4858.001,3305,3619,4979
Knstrn,3452,2700,3180,2951,2841,2948,2608,1991,2144
Kntc1,1616,1569,2005,1950,1618,1462,1278,891,1215
Kpna1,3430,3520,4168,3726,3632,3185,2333,2319,2546
Kpna2,15912,14013,14535,15357,15954,12500,9495,10794,14016
Kpna3,4084,3967,4699,4690,4292,3276,2866,3144,4004
Kpna4,3634,3135,4381,3860,3109,3017,2414,2371,3507
Kpna6,3968,3317,3730,3901,3654,3224,3446,2792,3431
Kpna7,0,0,0,0,0,0,0,0,0
Kpnb1,30922,28793,32649,31665,31490,26013,17098,18937,25497
Kprp,0,0,0,0,0,0,4,0,0
Kptn,289,352,324,345,344,336,330,347,308
Kras,3902,4938,4735,4422,4182,4348,2707,3084,3299
Krba1,37,100,17,283,273,70,281,251,318
Krcc1,883,1148,1078,962,1111,1107,1352,1229,1078
Kremen1,1253,1142,1453,1471,1412,1276,1786,1482,1814
Kremen2,14,69,9,5,34,1,90,85,73
Kri1,1850.788,1928.133,1594.007,1438.065,1593.978,1318.119,993.487,1319.314,1172.948
Krit1,519,490.001,888,750,604,786,595,534,718
Krr1,3537.837,3499.979,3478.98,2993.96,3584.957,2880.957,1871.542,2817.384,2928.613
Krt1,1,2,2,1,2,0,10,4,3
Krt10,97,65,86,59,77,72,59,50,59
Krt12,0,0,1,1,0,4,1,3,1
Krt13,397,242,261,39,117,82,375,178,104
Krt14,823,376.96,650.927,1376,1689.862,543.844,2334.936,4074.941,5524.886
Krt15,19,6,19,14,20,9,22,55,25
Krt16,36,15.04,48.073,23,76.138,43.156,36.064,77.059,100.114
Krt17,0,5,4,6,149,11,4,24,121
Krt18,21116,26604,24814,20826,32181,21178,35079,46746,53029
Krt19,56285,51683,34515,27515,48360,25564,80695,95036,79734
Krt2,1,0,2,0,1,0,0,0,0
Krt20,0,2,0,2,0,3,4,15,10
Krt222,0,0,0,3,1,0,0,1,1
Krt23,342,333,190,894,1488,700,1311,911,790
Krt24,0,0,0,0,0,0,0,0,0
Krt25,0,0,0,0,0,0,0,0,0
Krt26,0,0,0,0,0,0,0,0,0
Krt27,237,110,215,18,26,3,0,2,0
Krt28,0,0,3,0,0,0,0,0,0
Krt31,13.053,1.004,11,23.137,3,0,9.037,2.015,3
Krt32,0,0,1,7,22,17,5,6,5
Krt33a,21.425,3.016,27.123,25.288,2,2,9.071,17.276,14.155
Krt33b,4,0,2,4,0,4,15,5,7
Krt34,211.522,150.98,179.877,291.575,79,50,217.892,501.708,70.845
Krt35,2,0,0,3,6,4,0,5,0
Krt36,2744,1014,696,1630,1399,567,355,983,1926
Krt39,147,117,120,63,63,48,25,30,17
Krt4,10058,9033,12790,10686,12822,9164,19408,16336,16667
Krt40,0,0,0,0,0,0,0,0,0
Krt42,0,0,0,0,1,0,2,0,0
Krt5,4,0,2,2,1,0,20,38,35.021
Krt6a,12,2,19,80.993,74.817,12,326.539,2000.355,1690.543
Krt6b,0,0,0,1.007,11.183,0,10.461,156.645,52.436
Krt7,36430,37236,35232,24964,37499,21684,49608,55418,62761
Krt71,0,0,0,0,0,0,0,0,0
Krt72,0,0,0,0,0,0,0,0,0
Krt73,0,0,0,0,0,0,0,0,0
Krt74,0,0,0,0,0,0,0,0,0
Krt75,6,0,5,14,21,4,0,5,6
Krt76,0,0,2,0,1,2,0,1,0
Krt77,0,0,0,0,0,0,0,0,0
Krt78,9,5,21,2,1,4,3,5,3
Krt79,990,128,850,199,91,216,10,23,34
Krt8,46431,44890,35040,34978,50478,28212,66902,97426,105701
Krt80,767,580,997,642,721,440,888,816,1123
Krt81,1223.432,86.544,458.249,131.057,66.315,49.479,14,0,0
Krt82,0,0,1,0,0,0,0,0,6
Krt83,551.639,256.993,281.996,204.597,198.286,63.701,85.678,43.129,78.198
Krt84,1247,517,486,84,141,52,253,172,53
Krt85,152.362,80.46,67.964,52.875,81.603,24.994,39.273,18.343,19.802
Krt86,7.461,0,0,35.411,1.045,2.217,0,0,0
Krt9,0,0,0,0,0,0,0,0,0
Krtap1-3,8,0,0,2,0,0,1,2,0
Krtap1-4,7,7,4,7,0,1,0,2,0
Krtap1-5,26,25,44,34,29,9,70,80,71
Krtap10-10,0,0,0,0,0,0,0,0,0
Krtap10-4,0,0,0,0,0,0,0,0,0
Krtap11-1,0,0,0,0,0,0,0,0,0
Krtap12-1,0,0,0,0,0,0,0,0,0
Krtap13,0,0,0,0,0,0,0,0,0
Krtap13-1,1,0,0,0,3,0,0,0,0
Krtap14,0,0,0,0,0,0,0,0,0
Krtap15,0,0,0,0,0,0,0,0,0
Krtap16-1,0,0,0,0,0,0,0,0,0
Krtap16-3,0,0,0,0,0,0,0,0,0
Krtap17-1,0,0,0,0,0,0,0,0,0
Krtap19-1,0,0,0,0,0,0,0,0,0
Krtap19-2,0,0,0,0,0,0,0,0,0
Krtap19-3,1,0,2,0,0,2,0,0,0
Krtap19-4,0,0,0,0,0,0,0,0,0
Krtap19-5,0,0,0,0,0,0,0,0,0
Krtap19-9b,4,0,0,0,1,0,0,0,0
Krtap2-4,0,1,6,3,3,0,0,0,0
Krtap20-2,0,0,0,0,0,0,0,0,0
Krtap21-1,0,0,0,0,0,0,0,0,0
Krtap22-2,0,0,2,0,0,1,0,0,0
Krtap24-1,0,0,0,0,0,0,0,0,0
Krtap26-1,0,0,0,0,0,0,0,0,0
Krtap27-1,0,0,0,0,0,0,0,0,0
Krtap3-1,1,0,0,6,0,0,0,0,0
Krtap3-2,0,0,0,3.188,1,0,0,0,2
Krtap3-3,0,0,0,24.812,0,0,0,1,0
Krtap31-1,0,0,0,0,0,0,0,0,0
Krtap31-2,0,0,0,0,0,0,0,0,0
Krtap4-1,0,0,0,0,0,0,0,0,0
Krtap4-13,1,7,8,2,1,2,5,4,0
Krtap4-16,1,0,1,0,0,0,0,0,0
Krtap4-2,5,1,7,4,0,2,0,0,0
Krtap4-6,0,0,0,0,0,0,0,0,0
Krtap4-7,0,0,0,0,0,0,0,0,0
Krtap4-8,0,0,0,0,0,0,0,0,0
Krtap4-9,0,0,0,1,0,0,0,0,0
Krtap5-1,0,0,0,0,0,0,0,0,0
Krtap5-2,0,0,0,0,0,0,0,0,0
Krtap5-3,0,0,0,0,0,0,0,0,0
Krtap5-4,0,0,0,0,0,0,0,0,0
Krtap5-5,0,0,0,0,0,0,0,1,0
Krtap6-1,0,0,0,0,0,0,0,0,0
Krtap6-2,0,0,0,0,0,0,0,0,0
Krtap6-5,0,0,0,0,3,0,0,3,0
Krtap7-1,0,0,0,1,0,0,0,0,0
Krtap8-1,0,0,0,0,0,0,0,0,0
Krtap9-1,0,0,0,0,0,0,0,0,0
Krtap9-3,1,0,1,4,0,0,0,0,0
Krtap9-5,0,0,0,0,0,0,0,0,0
Krtcap2,1694,2282,2161,1606,2658,1907,2058,1960,1450
Krtcap3,927,1152,1034,921,1135,997,1334,897,802
Krtdap,0,0,0,0,0,0,0,0,0
Ksr1,23,13,98,189,200,315.932,160.966,95,70
Ksr2,1,4,6,9,8,10,0,6,1
Kti12,2171,2403,2233,2070,2616,1775,959,1550,2112
Ktn1,2627.999,2929.999,2538.999,3118,3015.001,2185,3215.999,3047.001,2638.999
Kxd1,750,836,980,638,888,868,1143,934,687
Ky,2,0,0,1,0,0,0,3,1
Kynu,0,0,0,0,0,0,0,0,0
L1cam,646,893,797,788,869,804,1177,607,969
L1td1,2,1,0,0,0,0,0,0,0
L2hgdh,1280,1297,1384,1285,1141,1122,754,788,1036
L3hypdh,94,130,220,56,152,146,87,99,77
L3mbtl1,1,0,0,0,0,0,0,1,0
L3mbtl2,2131.001,1932,2341,2268,2478.001,2239.999,1052,1487,1943
L3mbtl3,263,272,233,408,371,186,290,332,474
L3mbtl4,0,0,0,0,0,0,0,0,0
LOC100038947,0,0,0,0,0,0,0,0,0
LOC100040786,0,0,0,0,0,0,0,0,0
LOC100043315,0,0,0,0,0,0,0,0,0
LOC100048884,0,0,0,0,0,0,0,0,0
LOC100049077,5.019,10.131,5.365,7.563,7.532,12.815,9.788,17.369,11.443
LOC100125594,0,0,0,0,0,0,0,0,0
LOC100502896,2.281,0,6.242,1.632,11.372,0,4.502,5.892,1.213
LOC100503496,69.009,46.279,48.691,50.309,12.848,74.707,58.305,128.23,43.884
LOC100504039,0,0,1,0,0,0,0,0,0
LOC100504703,16,10,12,13,23,12,10,16,7
LOC100505025,0,0,0,0,0,0,0,0,0
LOC100861615,0,0,0,0,0,0,0,0,0
LOC100861978,0.5,0,0,0.25,0,0,0.502,0,0
LOC100862015,0,0,0,0,0,0,0,0,0
LOC100862268,0,0,0,0,0,0,0,0,0
LOC101055749,0,0,0,0,0,0,0,0,0
LOC101055863,0,0,0,0,0,0,0,0,0
LOC102631757,1,0,0,0,0,0,0,0,0
LOC102634401,0,0,0,0,0,0,0,0,0
LOC102636514,0,0,0,0,0,0,0,0,0
LOC105245869,84.181,141.308,104.785,68.433,147.406,92.646,111.064,113.346,127.858
LOC105246506,1.009,3.048,7.096,7.216,3.273,9.174,9.13,3.111,5.105
LOC106740,59,92,96,65,59,70,77,69,38
LOC432842,0,0,0,0,0,0,0,0,0
LOC666331,0,1,0,0,0,0,0,0,0
Lacc1,115,106,159,239,254,148,181,205,226
Lace1,226,216,263,281,247,265,398,414,449
Lactb,255,287,296,325,352,271,288,322,431
Lactb2,1087,936,1056,1103,1067,1006,1092,986,1090
Lactbl1,0,0,0,0,0,0,0,0,0
Lad1,9073,8484,9386,7275,8177,6976,7120,8038,9911
Lag3,6,3,9,15,6,9,9,1,4
Lage3,702,774,693,578,852,684,661,587,719
Lair1,0,0,0,0,1,0,0,1,0
Lalba,0,0,0,0,0,0,0,0,0
Lama1,0,0,0,0,0,0,0,0,2
Lama2,0,0,0,0,0,0,0,0,0
Lama3,67,77,50,79,47,23,369,381,497
Lama4,0,3,2,27,113,30,10,17,7
Lama5,14293,7684,10272,11942,9800,7101,14988,8614,12485
Lamb1,41,9,74,35,42,29,12,4,1
Lamb2,1696,1384,1169,1401,1392,848,898,592,977
Lamb3,4145,3587,4364,4813,5346,3719,5388,5987,7406
Lamc1,5247,4522,4998,5852,5024,3891,3774,2637,4672
Lamc2,7292,5940,5956,5137,4587,3719,5845,5894,7246
Lamc3,40,10,22,3,2,3,0,3,1
Lamp1,11323,9488,13448,10093,10558,13496,8277,8684,10054
Lamp2,2717,2150,2954,3679,3133.001,3310,5169,3694,2986
Lamp3,0,8,5,13,41,6,0,0,0
Lamp5,0,0,0,0,0,0,0,0,0
Lamtor1,2015,2527,2544,2120,2709,2296,2247,2217,2330
Lamtor2,1214,1138,1396,761,1368,1310,1541,1472,1125
Lamtor3,1768,2217,2670,1573,1559,1744,1176,1350,1076
Lamtor4,672,673,862,688,741,898,592,665,585
Lamtor5,1324,1240,1230,1006,1480,1106,1127,1145,1155
Lancl1,644,682,535,482.001,870.999,672,921.001,790,521
Lancl2,533,862,768,840,939,817,530,651,745
Lancl3,36,5,38,22,26,12,35,84,125
Lao1,0,0,0,0,0,0,0,0,0
Lap3,5185,6084,7436,7118,6503,6353,3588,4593,4021
Laptm4a,4679,4413,4743,4454,5467,5019,5156,5551,5570
Laptm4b,1545,2140,2155,2035,2173,1790,1608,1658,1491
Laptm5,0,4,2,2,19,2,393,41,97
Large,327,285,418,427,430,532,549,489,440
Larp1,12954,14103,13874,14765,15185,11315,8081,8260,11620
Larp1b,1399,1474,1449,1231,1379,1150,1056,1280,1158
Larp4,5594.997,5312.992,5966,6301,5409.958,4933.977,3227,3856,4306.977
Larp4b,5235,4931,5591,4985,4801,4698,4216,2942,4210
Larp6,0,0,1,0,0,0,0,0,0
Larp7,1749,2269,2534,2081,2465,2294,1139,1411,1680
Lars,5373,8767,5603,4610,6974,5103,5182,4686,4167
Lars2,16792,15665,11673,10152,9224,8674,12883,13180,12349
Las1l,2541,2562,2176,1997,2595,1823,1444,1768,2173
Lasp1,17307,16091,14816,12933,12965,9714,12483,12961,16595
Lat,8,1,5,0,0,0,0,2,0
Lat2,10,14,9,23,19,14,5,3,4
Lats1,3045,2803,3096,3340,2930,2826,2571,2294,2846
Lats2,659,515,651,711,576,451,546,566,874
Lax1,2,0,0,7,3,0,2,0,0
Layn,1,0,1,0,2,0,3,1,0
Lbh,258,121,271,202,181,237,631,318,98
Lbhd1,0,0,0,0,0,0,0,0,0
Lbp,19,4,3,42,68,41,47,44,40
Lbr,9015,8826,9901,9849,9416,8330,4863,5373,6896
Lbx1,1,0,0,0,0,0,0,0,0
Lbx2,0,0,0,0,0,0,0,2,0
Lca5,339,326,351,367,372,289,299,247,180
Lca5l,0,1,0,0,0,0,1,1,1
Lcat,8,4,3,4,1,5,0,0,0
Lce1a1,0,0,0,1,0,0,0,0,5
Lce1a2,0,0,0,0,0,0,0,0,0
Lce1b,0,0,0,0,2,0,0,1,4
Lce1c,0,0,0,0,0,0,0,0,0
Lce1d,0,0,0,0,0,0,0,0,0
Lce1e,0,0,0,0,0,0,0,0,0
Lce1f,0,0,0,0,0,0,0,0,0
Lce1g,0,0,0,0,1,0,0,2,0
Lce1h,4,0,0,9,21,1,22,55,86
Lce1i,0,0,0,0,0,0,0,0,0
Lce1j,0,0,0,0,0,0,0,0,0
Lce1k,0,0,0,0,0,0,0,0,0
Lce1l,0,0,0,0,0,0,0,0,2
Lce1m,0,0,0,0,0,1,0,0,0
Lce3a,0,0,0,0,0,0,0,0,0
Lce3b,1,0,1,1,0,0,0,0,0
Lce3c,0,0,2,9,0,0,3,1,0
Lce3d,0,0,0,0,2,0,0,0,0
Lce3e,0,0,0,0,0,0,0,0,0
Lce3f,0,0,0,0,0,0,0,0,0
Lce6a,0,0,2,2,1,1,4,5,18
Lck,7,18,23,48,50,37,55,47,36
Lclat1,581,600.999,744,505,606,662,687,504.001,478
Lcmt1,434,556,463,506,714,470,729,613,576
Lcmt2,598.823,640.049,567.726,679.519,697.111,496.391,414.381,627.785,713.53
Lcn10,0,0,0,0,0,0,0,0,0
Lcn11,0,0,0,0,0,0,0,0,0
Lcn12,0,0,0,0,0,0,0,0,0
Lcn2,27,53,77,126,79,94,36,68,18
Lcn3,0,0,0,0,0,0,0,0,0
Lcn4,0,0,0,0,0,0,0,0,0
Lcn5,0,0,0,0,0,0,0,0,0
Lcn6,0,0,0,0,0,0,0,0,0
Lcn8,0,0,0,0,0,0,0,0,0
Lcn9,0,0,0,0,0,0,0,0,0
Lcor,210,170,222,214,154,181,242,107,219
Lcorl,529.426,434.214,867.874,756.398,516.351,783.534,948.325,522.662,460.931
Lcp1,45,22,43,81,231,111,267,243,267
Lcp2,0,0,0,0,0,0,0,0,0
Lct,7,0,7,3,7,0,0,1,3
Lctl,0,0,0,0,1,2.001,0,1.002,0
Ldah,1335,1435,1385.999,1285,1517,1380,843,1013.999,1223.001
Ldb1,1702,1846,1748,2354,2817,1890,1895,1787,1970
Ldb2,0,0,0,0,0,0,0,0,0
Ldb3,11,253,43,413,1227,162,587,641,762
Ldha,64819,82508,82153,57611,94183,60060.999,88190,96685,56163
Ldhal6b,4,0,2,9,7,4,7,3,0
Ldhb,5,4,15,51,77,62,151,189,86
Ldhc,1,1,0,0,2,2,0,2,0
Ldhd,412,271,295,173,223,293,368,364,315
Ldlr,6916,4859,7649,6396,5628,6241,6463,5383,5856
Ldlrad1,0,0,0,0,0,0,0,0,0
Ldlrad2,0,2,0,0,0,0,0,0,1
Ldlrad3,2234,863,1020,965,937,794,336,305,298
Ldlrad4,47,82,209,90,180,203,145,155,191
Ldlrap1,2211,2159,2633,1709,1823,1704,1533,1390,1155
Ldoc1,0,0,0,0,0,0,0,0,0
Ldoc1l,4,22,24,86,97,63,42,105,95
Leap2,0,0,0,0,0,0,0,0,0
Lect1,0,0,0,0,0,0,0,0,0
Lect2,0,0,1,3,2,1,0,0,0
Lef1,8,13,45,284,293,377,167,78,7
Lefty1,0,0,0,1,0,0,0,4,11
Lefty2,0,0,0,0,0,0,0,0,0
Lekr1,47,67,49,46,68,52,100,70,59
Lelp1,0,0,0,0,0,0,0,0,0
Lemd1,9,33,15,13,21,3,14,14,9
Lemd2,1189,1278,1401,1103,1533,1301,1456,1309,1326
Lemd3,1036,1019,1122,1242,1273,1069,801,966,971
Lenep,11,10,4,15,10,12,14,5,9
Leng1,218.814,288.478,374.217,298.446,329.369,347.03,200.427,233.966,243.621
Leng8,2166,1543,1857,2718,1900,1402,2729,1137,1539
Leng9,83,118,96,76,123,68,139,132,90
Leo1,1196,1362,1272,1321,1385,1200,1020,1141,1193
Lep,0,0,0,0,0,0,0,0,0
Lepr,0,0,0,1,0,3,0,0,0
Leprot,1115,1180,932,1211,1498,1243,1625,1476,1474
Leprotl1,1348,1843,1764,1323,1631,1856,1898,1598,1328
Letm1,3294,3958,5429,4734,4303,4471,2573,3354,4171
Letm2,40,37,47,33,28,42,44,39,22
Letmd1,318,386,408,603,816,631,693,642,694
Lfng,493,437,859,1701,1279,1720,601,750,789
Lgals1,98,1609,6493,1534,2871,6138,277,361,223
Lgals12,139,128,153,252,242,252,297,235,270
Lgals2,0,3,2,3,7,9,3,8,16
Lgals3,5649,7512,4776,2369,5771,2884,13219,14045,9121
Lgals3bp,172,2254,1266,1067,1466,1522,5001,5115,4415
Lgals4,24468.517,28018,20758,11109,20846.558,12773,22271,27629,27962.562
Lgals6,1.483,0,0,0,1.442,0,0,0,1.438
Lgals7,6,8,56,8,10,8,3,5,4
Lgals8,1027,802,1071,808.001,834.999,1029,1874,1243,1066
Lgals9,136,139,217,772,845,681,843,1545,1577
Lgalsl,1295,955,1384,1322,1201,1277,1349,1303,1342
Lgi1,0,0,0,0,0,0,0,0,0
Lgi2,295,61,185,80,88,47,0,0,0
Lgi3,0,0,0,0,0,0,0,0,0
Lgi4,2.001,0,1,8.003,14.011,2,2.005,5.01,1.002
Lgmn,1185,1145,1293,1364,1456,1521,815,944,653
Lgr4,2757,1729,2133,2211,2151,1751,2032,1739,2699
Lgr5,1356,696,1123,1728,3981,2367,3328,2824,1175
Lgr6,68,5,163,353,251,236,12,24,19
Lgsn,0,0,0,0,0,0,0,0,0
Lhb,0,0,0,0,0,0,0,0,3
Lhcgr,0,0,0,0,0,0,0,0,0
Lhfp,681,361,492,362,137,97,65,99,82
Lhfpl1,0,0,0,0,0,0,0,0,1
Lhfpl2,368,121,87,288,319,89,25,61,22
Lhfpl3,0,0,0,0,0,0,0,0,0
Lhfpl4,17,6,3,9,7,5,2,9,6
Lhfpl5,0,0,0,0,0,0,0,0,0
Lhpp,1821,2099,2449,3778,3128,1983,223,145,136
Lhx1,0,0,0,0,0,0,0,0,0
Lhx1os,0,0,0,0,0,0,0,0,0
Lhx2,11,18,15,4,14,1,2,5,0
Lhx3,0,3,0,0,0,0,0,0,0
Lhx4,0,0,0,0,0,0,0,0,0
Lhx5,3,1,2,0,0,0,5,5,2
Lhx6,4,1,0,25,2,5,9,15,9
Lhx8,0,0,0,0,0,0,0,0,0
Lhx9,4,0,2,0,1,0,0,0,0
Lias,1162,1353,1541,1179,1264,1217,924,1220,984
Lif,192,198,258,233,238,335,629,587,645
Lifr,1207,852,641,2037,1326,1182,302,492,445
Lig1,5100.999,5729,6043,5993,6803,4876,3814,3575,4718
Lig3,2165.026,2179.641,2432.509,2450.52,2341.173,1954.203,1870.25,1623.077,2091.798
Lig4,483,456,592,643,464,575,362,367,391
Lilr4b,0,0,0,0,0,0,0,0,0
Lilra5,0,0,0,1,0,0,0,0,0
Lilra6,1,0,0,0,0,0,0,0,0
Lilrb4a,0,0,0,0,0,0,0,0,0
Lim2,0,0,0,0,0,0,0,0,0
Lima1,5866,5170,5355,5361,7174,5805,7982,7692,8109
Limch1,12,5,21,252,341,381,12,16,4
Limd1,3574,2787,3842,3839,3299,3514,2590,2338,3573
Limd2,495,405,485,886,1047,791,450,417,281
Lime1,298,211,245,299,251,214,203,168,151
Limk1,548,607,697,661,611,667,379,401,379
Limk2,4118,4677,4045,3369,4790,3690,4846,4847,4972
Lims1,3702,3404,3965,3788,3411,3670,3995,3926.001,3484
Lims2,1,1,2,2,8,3,7,21,1
Lin28a,2,3,0,3,20,0,0,0,3
Lin28b,3,13,5,5,40,51,0,7,3
Lin37,235,285,276,299,373,234,357,367,304
Lin52,320,221,322,328,254,302,254,248,192
Lin54,1479,1576,2141,1847,1372,1571,1146,1025,1167
Lin7a,0,0,0,0,0,0,0,0,0
Lin7b,0,2,2,1,0,0,0,0,0
Lin7c,7927,6512,7719,6239,5597,5679,4619,4903,4968
Lin9,862,740,1037,1094,833,966,556,614,661
Linc-md1,0,0,0,0,0,0,0,0,0
Lincenc1,1416,1942,2060,1293,2378,651,435,338,412
Lincpint,3,0,0,0,0,0,0,0,0
Lincppara,12,13,7,7,20,4,15,16,15
Lincred1,1,0,0,0,0,0,0,0,0
Lingo1,7,1,4,1,2,4,0,1,0
Lingo2,44,47,73,9,16,31,0,0,0
Lingo3,6,9,18,47,10,21,8,8,1
Lingo4,0,0,0,0,0,0,0,0,0
Lins,382,501,486,517,521,375,366,409,390
Lipa,225,180,196,309,275,251,322,240,251
Lipc,0,3,0,3,2,0,7,11,2
Lipe,230.536,264.906,270.609,249.489,300.883,213.439,353.393,283.893,151.726
Lipf,0,0,0,0,0,1,1,0,0
Lipg,233,111,404,260,241,335,345,249,188
Liph,949.999,591,643,730,1033,745,1568,1350,1091
Lipi,0,0,0,0,0,0,0,0,0
Lipk,0,0,0,1,0,0,0,0,0
Lipm,1,0,0,0,0,0,2,1,1
Lipn,0,0,0,0,0,0,0,0,0
Lipo1,0,4,0,0,6,0,0,23,22
Lipt1,154,170,212,161,193,141,125,143,164
Lipt2,201,282,226,362,483,275,107,198,235
Litaf,3489,3419,3699,4054,4334,3810,4948,5361,6257
Lix1,1,38,14,65,626,90,0,1,0
Lix1l,77,192,247,93,378,205,289,336,350
Lkaaear1,0,0,0,0,0,0,2,0,0
Llgl1,3092,2779,3103,3565,3706,2935,3081,2983,2716.001
Llgl2,3116,3036,3177,3001,3837,2741,3758,3561,4160
Llph,2702,3224,2867,2210,3207,2363,1959,2535,2790
Lman1,2713,2993,3550,3143,3816,3051,2810,2480,2846
Lman1l,4,3,5,1,3,0,12,6,12
Lman2,6664,7323,7757,8024,9799,8410,6321,6541,7192
Lman2l,361,347,369,496,453,406,576,369,368
Lmbr1,438,363,564,395,415,447,514,455,393
Lmbr1l,260,198,246,226,236,202,289,283,258
Lmbrd1,1124,965,1007,984,949,756,982,991,1036
Lmbrd2,965,709,1055,954,745,748,811,441,793
Lmcd1,0,0,1,0,0,1,3,0,2
Lmf1,215,224,230,321,421,413,782,517,372
Lmf2,2998,2929,2921,2845,2860,2305,1313,1997,2350
Lmln,280,228,329,311,257,232,206,189,256
Lmna,21657,18498,19957,10931,12458,10879,13289,14121,17695
Lmnb1,11297,12593,11152,12752,14915,10901,6973,9285,12074
Lmnb2,2663,2944,2977,3228,4298,3306,2407,2843,3020
Lmntd2,170,154,99,175,140,113,327,200,119
Lmo1,8,6,21,123,118,26,19,22,11
Lmo2,8,6,49.999,5,76,15,1,1,1
Lmo3,0,0,0,0,0,0,0,0,0
Lmo4,1014,1259,1354.999,1112,1254,1316,1557,1712,1401
Lmo7,9538,6886,6496,12666,12061,7861,10324,8699,11578
Lmod1,1,0,0,0,0,0,1,0,0
Lmod2,0,0,0,0,0,0,0,0,0
Lmod3,0,0,0,0,1,0,0,0,0
Lmtk2,3373,2991,3757,3500,3143,2856,3140,2441,2863
Lmtk3,45,49,63,57,64,38,36,22,23
Lmx1a,19,8,25,6,11,1,9,15,5
Lmx1b,0,0,0,0,0,0,0,0,0
Lncbate1,0,0,0,2,0,0,0,0,0
Lnp,1156,921,1197,1100,900,976,708,747,837
Lnpep,1383,966,1192,1338,1135,999,1475,752,1321
Lnx1,287,251,422,338,266,409.999,375,309,224
Lnx2,1253,1230,1603,1527,1301,1336,1075,894,951
Loh12cr1,186,233,253,242,323,240,180,202,226
Lonp1,7298,7627,7624,6543,9344,7418,10595,8392,5489
Lonp2,1272,1229,1484,1094,1343,1548,1617,1342,1383
Lonrf1,369,348,454,350,343,512,483,343,237
Lonrf2,0,0,0,0,0,0,0,0,0
Lonrf3,513,454,720,470,491,565,414,362,229
Lor,1180,1732,1398,370,856,911,2201,2224,2677
Lox,0,0,0,0,0,0,0,0,0
Loxhd1,0,0,1,0,0,0,1,0,0
Loxl1,0,0,2,2,7,2,0,0,0
Loxl2,2,1,5,12,24,24,103,204,29
Loxl3,10.012,8.033,1.017,8.163,7.002,1.001,9.005,9.01,5.009
Loxl4,1271,912,1253,1126,739,775,1472,854,1242
Lpar1,90,108,81,145,278,192,385,466,300
Lpar2,438,351,742,797,609,702,490,526,524
Lpar3,0,0,3,0,0,0,0,0,0
Lpar4,12,4,0,5,0,0,0,0,1
Lpar5,108,108,49,148,150,53,294,238,189
Lpar6,428,333,396,617,463,372,724,578,603
Lpcat1,586,539,654,502,627,504,184,282,409
Lpcat2,21,201,215,566,863,722,51,150,81
Lpcat2b,0,0,0,0,0,1,0,0,0
Lpcat3,3951.126,4515.829,3862.894,3485.319,3994.594,3750.468,4716.921,4140.437,5016.983
Lpcat4,3684,2964,3544,2904,3260,2904,3239,3538,3765
Lpgat1,4931,4666,5428,5015,4574,4658,3719,3847,4917
Lpin1,203.001,133,377,299,384,524.001,1955,1161.001,488
Lpin2,662,598,838,761,691,670,878,570,635
Lpin3,675,507,573,601,634,504,758,594,677
Lpl,10,9,58,78,37,42,2,14,4
Lpo,36,23,10,11,25,9,26,11,11
Lpp,1794.343,1537.041,1807.283,2148,2319.001,2071.027,3691.303,2161.984,2537.005
Lppos,74.657,73.959,75.717,36,100,83.973,176.697,130.015,78.995
Lppr1,0,0,0,0,0,0,0,0,0
Lppr2,46,29,38,38,53,27,128,46,23
Lppr3,136.018,77.031,108.364,138.046,91.02,80.01,77.846,49.023,62.019
Lppr4,0,0,0,0,2,0,0,0,0
Lppr5,0,0,0,0,0,0,0,0,0
Lpxn,5,6,11,12,6,14,10,14,6
Lrat,2,3,14,18,4,50,44,19,5
Lrba,2378,2162,2976,3004,2896,2930,3271,2294,2831
Lrch1,878,726,933,1062,964,992,1196,1001,1064
Lrch2,55,0,79,7,0,43,0,1,1
Lrch3,996.507,926.198,968.712,1071.346,1055.045,850.483,826.875,733.596,980.365
Lrch4,1066.956,1020.454,1400.144,1211.624,1146.709,1224.764,1239.207,1097.462,1264.136
Lrcol1,1,0,0,0,0,0,0,0,0
Lrfn1,81,67,91,94,76,52,20,40,37
Lrfn2,0,0,0,0,0,0,0,0,0
Lrfn3,11,4,22,53,14,27,198,140,77
Lrfn4,2718,2989,3284,2909,3015,2823,1828,2153,2999
Lrfn5,0,0,0,0,0,0,0,0,0
Lrg1,6,8,20,18,123,30,182,407,227
Lrguk,2,0,1,1,1,1,1,1,2
Lrif1,297.001,271,279.999,268,192,293,241,162,159.001
Lrig1,5754,5548,6746,9243,13014,9636,11031,7500,6780
Lrig2,305,230,354,325,296,396,494,266,268
Lrig3,221,160,139,276,297,177,86,38,23
Lrit1,0,0,0,0,0,0,0,0,0
Lrit2,0,0,0,0,0,0,0,0,0
Lrit3,0,0,0,0,2,0,1,0,1
Lrmp,0,0,0,0,0,1,0,0,0
